避難所ID,自治体コード,名称,住所,x座標,y座標,避難所面積,収容可能人数,電話番号,付加情報
2810900167,28109,生野高原安心コミュニティプラザ,神戸市北区道場町生野1172-1022,135.2731905,34.8511135,200,26,-,土砂災害：○，洪水：○，津波：－
2810900168,28109,八多小・中学校,神戸市北区八多町附物876,135.1956558,34.8225998,500,65,078-982-0048(小)、078-982-0049(中),土砂災害：○，洪水：○，津波：－
2810900169,28109,中公民館,神戸市北区八多町中1177,135.216607,34.849362,200,26,078-951-0303,土砂災害：○，洪水：○，津波：－
2810900170,28109,大沢小・中学校,神戸市北区大沢町中大沢976,135.1651806,34.8550778,500,65,078-954-0310(小)、078-954-0142(中),土砂災害：○，洪水：○，津波：－
2810900171,28109,上大沢ふれあい会館,神戸市北区大沢町上大沢3080,135.1836861,34.8488791,200,26,078-954-0633,土砂災害：○，洪水：○，津波：－
2810900172,28109,長尾小学校,神戸市北区上津台3-4-1,135.1944764,34.8657092,300,39,078-986-2074,土砂災害：○，洪水：○，津波：－
2810900173,28109,岩谷公会堂,神戸市北区長尾町上津4604,135.1733832,34.8836095,200,26,078-986-2510,土砂災害：○，洪水：○，津波：－
2810900174,28109,鹿の子台小学校,神戸市北区鹿の子台北町6-34-1,135.2183289,34.8610031,300,39,078-952-1720,土砂災害：○，洪水：○，津波：－
2810900175,28109,北神戸中学校,神戸市北区鹿の子台北町2-8-1,135.22287,34.8629167,500,65,078-951-0821,土砂災害：○，洪水：○，津波：－
2810900176,28109,好徳小学校,神戸市北区淡河町野瀬487,135.1501956,34.8224556,300,39,078-958-0004,土砂災害：○，洪水：○，津波：－
2810900177,28109,淡河中学校,神戸市北区淡河町行原字中沢179-2,135.1240617,34.8195472,500,65,078-958-0301,土砂災害：○，洪水：○，津波：－
2810900178,28109,淡河小学校,神戸市北区淡河町萩原524,135.1021525,34.8163308,300,39,078-959-0113,土砂災害：○，洪水：○，津波：－
2810600179,28106,室内小学校,神戸市長田区前原町1-17-1,135.1543644,34.6734728,300,39,078-691-0917,土砂災害：○，洪水：○，津波：○
2810600180,28106,長田公民館,神戸市長田区四番町4-51,135.1545541,34.6697571,200,26,078-575-1374,土砂災害：○，洪水：○，津波：○
2810600181,28106,夢野台高校,神戸市長田区房王寺町2-1-1,135.1534672,34.6770833,700,91,078-691-1546,土砂災害：○，洪水：○，津波：○
2810600182,28106,名倉小学校,神戸市長田区房王寺町4-7-15,135.1479261,34.6799497,300,39,078-691-6181,土砂災害：△，洪水：○，津波：○ 《土砂災害時》避難経路の通行に注意が必要。
2810600183,28106,丸山中学校,神戸市長田区大丸町2-17-1,135.1487342,34.6780025,500,65,078-691-0005,土砂災害：○，洪水：○，津波：○
2810600184,28106,雲雀丘中学校,神戸市長田区雲雀ヶ丘1-1-1,135.1343131,34.6915231,500,65,078-631-8748,土砂災害：○，洪水：○，津波：○
2810600185,28106,丸山ひばり小学校,神戸市長田区西丸山町3-2-1,135.1375906,34.686435,300,39,078-691-8552,土砂災害：○，洪水：○，津波：○
2810600186,28106,総合療育センター,神戸市長田区丸山町2-3-50,135.1400806,34.6833695,200,26,078-646-5291,土砂災害：○，洪水：○，津波：○
2810600187,28106,丸山コミュニティ・センター,神戸市長田区西丸山町1-7-5,135.1409072,34.685991,200,26,078-643-3447,土砂災害：○，洪水：○，津波：○
2810600188,28106,宮川小学校,神戸市長田区長田町4-1-1,135.1472888,34.6722262,300,39,078-631-2721,土砂災害：○，洪水：△，津波：○ 《洪水時》避難経路の通行に注意が必要
2810600189,28106,池田小学校,神戸市長田区池田上町19,135.1449296,34.6678811,300,39,078-691-1661,土砂災害：△，洪水：○，津波：○ 《土砂災害時》避難経路の通行に注意が必要。
2810600190,28106,西代中学校,神戸市長田区上池田2-4-1,135.1396686,34.6681814,500,65,078-691-1521,土砂災害：×，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外の緊急避難場所へ避難すること
2810600191,28106,長田高校,神戸市長田区池田谷町2-5,135.1435322,34.6702422,700,91,078-621-4101,土砂災害：○，洪水：○，津波：○
2810600192,28106,蓮池小学校,神戸市長田区大谷町1-1-10,135.1432128,34.662435,300,39,078-691-4215,土砂災害：○，洪水：○，津波：○
2810600193,28106,神戸常盤大学,神戸市長田区大谷町2-6-2,135.1411825,34.6654958,200,26,078-611-1821,土砂災害：△，洪水：○，津波：○ 《土砂災害時》避難経路の通行に注意が必要。
2810600194,28106,長田小学校,神戸市長田区西山町2-4-1,135.1428822,34.6725142,300,39,078-631-2731,土砂災害：○，洪水：○，津波：○
2810600195,28106,高取台中学校,神戸市長田区高取山町1-1-1,135.1372353,34.6713811,500,65,078-611-6325,土砂災害：△，洪水：○，津波：○ 《土砂災害時》避難経路の通行に注意が必要。
2810600196,28106,育英高校,神戸市長田区長尾町2-1-15,135.1348078,34.6684842,700,91,078-611-6001,土砂災害：×，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外の緊急避難場所へ避難すること
2810600197,28106,五位の池小学校,神戸市長田区五位ノ池町2-3-1,135.1363515,34.6660659,300,39,078-631-2741,土砂災害：○，洪水：○，津波：○
2810600198,28106,御蔵小学校,神戸市長田区一番町4-1,135.1550418,34.6663688,300,39,078-575-2226,土砂災害：○，洪水：○，津波：○
2810600199,28106,真野小学校,神戸市長田区苅藻通3-4-32,135.1540769,34.6570313,300,39,078-671-0190,土砂災害：○，洪水：○，津波：○
2810600200,28106,長田中学校,神戸市長田区真野町8-1,135.1531092,34.6614128,500,65,078-671-3757,土砂災害：○，洪水：○，津波：○
2810600201,28106,長田南小学校,神戸市長田区神楽町1-3-1,135.1498543,34.6618374,300,39,078-691-1702,土砂災害：○，洪水：○，津波：○
2810600202,28106,駒ヶ林中学校,神戸市長田区若松町7-1-23,135.1434603,34.6551358,500,65,078-611-0082,土砂災害：○，洪水：○，津波：○
2810600203,28106,真陽小学校,神戸市長田区二葉町1-5-5,135.1512872,34.6555025,300,39,078-611-0456,土砂災害：○，洪水：△，津波：△ 《洪水時》避難経路の通行に注意が必要　《津波時》国道2号より山側へ避難することが困難な場合は利用可
2810600204,28106,ふたば学舎（地域人材支援センター）,神戸市長田区二葉町7-1-18,135.146261,34.6517707,200,26,078-646-8128,土砂災害：○，洪水：○，津波：○
2810600205,28106,駒ケ林小学校,神戸市長田区野田町6-1-16,135.1414645,34.6500314,300,39,078-731-7061,土砂災害：○，洪水：○，津波：○
2810700206,28107,若宮小学校,神戸市須磨区若宮町2-1-21,135.1314996,34.6463436,300,39,078-731-0007,土砂災害：○，洪水：○，津波：○
2810700207,28107,鷹取中学校,神戸市須磨区青葉町3-1-1,135.1326031,34.6479475,500,65,078-731-0066,土砂災害：○，洪水：×，津波：○ 《水害時》南須磨公民館へ避難すること
2810700208,28107,南須磨公民館,神戸市須磨区青葉町2-2-3,135.1333241,34.6488167,200,26,078-735-2770,土砂災害：○，洪水：○，津波：○
2810700209,28107,西須磨小学校,神戸市須磨区行幸町3-4-18,135.1204206,34.6466586,300,39,078-731-0295,土砂災害：○，洪水：○，津波：○
2810700210,28107,須磨一の谷プラザ,神戸市須磨区一ノ谷町5-2-1,135.1060922,34.6411794,200,26,078-731-8353,土砂災害：△，洪水：○，津波：○ 《土砂災害時》土砂災害警戒区域外（西須磨小学校）へ避難すること。ただし、警戒区域外への避難が困難な方や余裕のない場合は利用可
2810700211,28107,北須磨小学校,神戸市須磨区離宮西町2-1-1,135.1152711,34.6526467,300,39,078-731-8149,土砂災害：○，洪水：○，津波：○
2810700212,28107,だいち小学校,神戸市須磨区大池町5-1-52,135.1342833,34.6542553,300,39,078-739-1502,土砂災害：○，洪水：○，津波：○
2810700213,28107,太田中学校,神戸市須磨区大黒町5-1-1,135.1329026,34.6576629,500,65,078-732-0854,土砂災害：○，洪水：○，津波：○
2810700214,28107,東須磨小学校,神戸市須磨区堀池町1‐2-1,135.1276478,34.654805,300,39,078-731-0448,土砂災害：○，洪水：○，津波：○
2810700215,28107,須磨体育館,神戸市須磨区中島町1-2-2,135.1289669,34.6507528,200,26,078-734-5588,土砂災害：○，洪水：○，津波：○
2810700216,28107,飛松中学校,神戸市須磨区大手町8-4-25,135.1257339,34.6582739,500,65,078-731-9494,土砂災害：○，洪水：○，津波：○
2810700217,28107,高倉台小学校,神戸市須磨区高倉台4-1-1,135.1041192,34.6562628,300,39,078-734-1766,土砂災害：○，洪水：○，津波：○
2810700218,28107,高倉中学校,神戸市須磨区高倉台1-8-1,135.1074356,34.6536575,500,65,078-733-1140,土砂災害：○，洪水：○，津波：○
2810700219,28107,板宿小学校,神戸市須磨区菊池町1-1-1,135.1331303,34.6630653,300,39,078-732-4055,土砂災害：○，洪水：○，津波：○
2810700220,28107,多井畑小学校,神戸市須磨区友が丘3-106,135.0943419,34.6688778,300,39,078-792-0450,土砂災害：△，洪水：○，津波：○ 《土砂災害時》西門が土砂災害警戒区域内にあるので注意、正門を利用すること
2810700221,28107,友が丘中学校,神戸市須磨区友が丘7-283-1,135.0994969,34.6731275,500,65,078-792-5567,土砂災害：○，洪水：○，津波：○
2810700222,28107,多井畑自治会館,神戸市須磨区多井畑字東所22,135.0931745,34.6608772,200,26,078-741-5020,土砂災害：○，洪水：○，津波：○
2810700223,28107,横尾小学校,神戸市須磨区横尾5-3,135.1115681,34.6704253,300,39,078-743-4511,土砂災害：○，洪水：○，津波：○
2810700224,28107,横尾中学校,神戸市須磨区横尾2-1-2,135.1157451,34.6728241,500,65,078-743-7322,土砂災害：△，洪水：○，津波：○ 《土砂災害時》通用門が土砂災害警戒区域内にあるので注意、正門を利用すること
2810700225,28107,妙法寺小学校,神戸市須磨区妙法寺字桜界地106-1,135.1172147,34.6760865,300,39,078-741-2559,土砂災害：△，洪水：○，津波：○ 《土砂災害時》西門が土砂災害警戒区域内にあるので注意、南校舎側の門を利用すること
2810700226,28107,神戸星城高校,神戸市須磨区緑ヶ丘1-12-1,135.1162619,34.6820128,700,91,078-741-1860,土砂災害：○，洪水：○，津波：○
2810700227,28107,南落合小学校,神戸市須磨区南落合3-11-1,135.1014661,34.6763078,300,39,078-792-5244,土砂災害：○，洪水：○，津波：○
2810700228,28107,竜が台小学校,神戸市須磨区竜が台6-15-1,135.0911614,34.6745411,300,39,078-793-1833,土砂災害：○，洪水：○，津波：○
2810700229,28107,竜が台中学校,神戸市須磨区竜が台4-1,135.0882228,34.6755908,500,65,078-791-0762,土砂災害：○，洪水：○，津波：○
2810700230,28107,菅の台小学校,神戸市須磨区菅の台4-3-2,135.0836983,34.6721939,300,39,078-791-0233,土砂災害：△，洪水：○，津波：○ 《土砂災害時》西門が土砂災害警戒区域付近にあるので注意、正門を利用すること
2810700231,28107,花谷小学校,神戸市須磨区東落合1-4-1,135.1012968,34.6800732,300,39,078-791-8272,土砂災害：○，洪水：○，津波：○
2810700232,28107,東落合中学校,神戸市須磨区東落合2-15-1,135.0994494,34.6823986,500,65,078-792-5558,土砂災害：○，洪水：○，津波：○
2810700233,28107,西落合小学校,神戸市須磨区西落合7-1-3,135.0892339,34.6819375,300,39,078-792-5556,土砂災害：○，洪水：○，津波：○
2810700234,28107,北須磨文化センター,神戸市須磨区中落合3-1-2,135.0954409,34.6839355,200,26,078-791-0840,土砂災害：○，洪水：○，津波：○
2810700235,28107,西落合中学校,神戸市須磨区西落合4-1-1,135.0824564,34.6851425,500,65,078-791-8444,土砂災害：○，洪水：○，津波：○
2810700236,28107,須磨翔風高校,神戸市須磨区西落合1-1-5,135.0887922,34.6779933,700,91,078-798-4155,土砂災害：○，洪水：○，津波：○
2810700237,28107,若草小学校,神戸市須磨区若草町1-13,135.1148719,34.6876362,300,39,078-743-7311,土砂災害：○，洪水：○，津波：○
2810700238,28107,須磨北中学校,神戸市須磨区東白川台5-1-1,135.1102097,34.6920283,500,65,078-741-6465,土砂災害：○，洪水：○，津波：○
2810700239,28107,東落合小学校,神戸市須磨区東落合2-18-1,135.1009689,34.6852289,300,39,078-793-1844,土砂災害：○，洪水：○，津波：○
2810700240,28107,松尾小学校,神戸市須磨区北落合2-13-1,135.0917225,34.6866175,300,39,078-791-8422,土砂災害：△，洪水：○，津波：○ 《土砂災害時》正門が土砂災害警戒区域内にあるので注意、東門を利用すること
2810700241,28107,神の谷小学校,神戸市須磨区神の谷5-1-1,135.0854611,34.6885015,300,39,078-791-8277,土砂災害：○，洪水：○，津波：○
2810700242,28107,白川小学校,神戸市須磨区白川台7-3-2,135.1006022,34.6960794,300,39,078-792-2619,土砂災害：○，洪水：○，津波：○
2810700243,28107,白川台中学校,神戸市須磨区白川台1-25-2,135.0964414,34.6927503,500,65,078-792-5711,土砂災害：○，洪水：○，津波：○
2810800244,28108,塩屋小学校,神戸市垂水区塩屋町3-18-1,135.0813161,34.6379922,300,39,078-751-4400,土砂災害：○，洪水：○，津波：○
2810800245,28108,塩屋中学校,神戸市垂水区塩屋町字大谷,135.0771217,34.6439331,500,65,078-753-2271,土砂災害：○，洪水：○，津波：○
2810800246,28108,兵庫県自治研修所,神戸市垂水区塩屋町5-3-1,135.077551,34.633111,200,26,078-752-1321,土砂災害：○，洪水：○，津波：○
2810800247,28108,塩屋北小学校,神戸市垂水区塩屋北町4-10-1,135.0906539,34.6470275,300,39,078-752-7575,土砂災害：○，洪水：○，津波：○
2810800248,28108,塩屋台自治会館,神戸市垂水区塩屋台1-21,135.0835281,34.6418375,200,26,-,土砂災害：○，洪水：○，津波：○
2810800249,28108,下畑台小学校,神戸市垂水区桃山台3-20,135.0830569,34.6560514,300,39,078-752-6780,土砂災害：○，洪水：○，津波：○
2810800250,28108,桃山台中学校,神戸市垂水区桃山台4-8,135.0797656,34.6579178,500,65,078-752-1201,土砂災害：○，洪水：○，津波：○
2810800251,28108,下畑公会堂,神戸市垂水区下畑町字谷川2120,135.086614,34.652706,200,26,-,土砂災害：○，洪水：○，津波：○
2810800252,28108,つつじが丘小学校,神戸市垂水区つつじが丘3-1385-79,135.0786778,34.6574376,300,39,078-709-7751,土砂災害：○，洪水：○，津波：○
2810800253,28108,福田小学校,神戸市垂水区乙木3-3-1,135.0665735,34.6411637,300,39,078-753-3515,土砂災害：○，洪水：○，津波：○
2810800254,28108,東垂水小学校,神戸市垂水区王居殿2-5-25,135.0711864,34.6348258,300,39,078-751-2623,土砂災害：○，洪水：○，津波：○
2810800255,28108,視覚特別支援学校,神戸市垂水区城が山4-2-1,135.0692837,34.633196,200,26,078-751-3291,土砂災害：○，洪水：○，津波：○
2810800256,28108,乙木小学校,神戸市垂水区美山台2-1-1,135.0709614,34.6403306,300,39,078-752-4205,土砂災害：○，洪水：○，津波：○
2810800257,28108,垂水東中学校,神戸市垂水区青山台3-4-1,135.0721917,34.6409722,500,65,078-751-6139,土砂災害：○，洪水：○，津波：○
2810800258,28108,東垂水公民館,神戸市垂水区東垂水1-1-1,135.0684339,34.6368394,200,26,078-753-5025,土砂災害：○，洪水：○，津波：○
2810800259,28108,名谷小学校,神戸市垂水区名谷町1896,135.0709858,34.6633169,300,39,078-707-2481,土砂災害：○，洪水：○，津波：○
2810800260,28108,福田中学校,神戸市垂水区名谷町字猿倉254,135.0605674,34.6515827,500,65,078-708-1670,土砂災害：△，洪水：○，津波：○ 《土砂災害時》武道場・体育館は使用できません
2810800261,28108,高丸小学校,神戸市垂水区大町2-6-9,135.0613262,34.6381384,300,39,078-707-8877,土砂災害：○，洪水：○，津波：○
2810800262,28108,千鳥が丘小学校,神戸市垂水区千鳥が丘3-10-37,135.0581761,34.6433439,300,39,078-709-1655,土砂災害：○，洪水：○，津波：○
2810800263,28108,垂水小学校,神戸市垂水区日向2-4-6,135.0558767,34.6315758,300,39,078-707-6006,土砂災害：○，洪水：○，津波：○
2810800264,28108,垂水年金会館,神戸市垂水区平磯1-2-5,135.0590125,34.6280792,200,26,078-752-4181,土砂災害：○，洪水：○，津波：○
2810800265,28108,垂水体育館,神戸市垂水区旭ヶ丘2-1-22,135.0513052,34.6329709,200,26,078-709-6262,土砂災害：○，洪水：○，津波：○
2810800266,28108,霞ヶ丘小学校,神戸市垂水区霞ヶ丘4-6-16,135.0427583,34.63337,300,39,078-706-0156,土砂災害：○，洪水：○，津波：○
2810800267,28108,歌敷山中学校,神戸市垂水区歌敷山2-4-1,135.0412611,34.6363944,500,65,078-707-8864,土砂災害：○，洪水：○，津波：○
2810800268,28108,東舞子小学校,神戸市垂水区舞子台4-10-1,135.0364975,34.6393497,300,39,078-782-2712,土砂災害：○，洪水：○，津波：○
2810800269,28108,舞子小学校,神戸市垂水区西舞子4-7-43,135.0303701,34.6437937,300,39,078-782-2332,土砂災害：○，洪水：○，津波：○
2810800270,28108,西舞子小学校,神戸市垂水区狩口台3-1-2,135.0307367,34.6497317,300,39,078-781-0004,土砂災害：○，洪水：○，津波：○
2810800271,28108,舞子中学校,神戸市垂水区狩口台3-1-1,135.0298064,34.649665,500,65,078-781-0001,土砂災害：△，洪水：○，津波：○ 《土砂災害時》格技室・体育館は使用できません
2810800272,28108,神陵台小学校,神戸市垂水区神陵台3-1-1,135.0340639,34.6598917,300,39,078-781-3843,土砂災害：○，洪水：○，津波：○
2810800273,28108,神陵台中学校,神戸市垂水区神陵台3-1-2,135.0332281,34.6601417,500,65,078-781-0700,土砂災害：○，洪水：○，津波：○
2810800274,28108,多聞台小学校,神戸市垂水区多聞台3-9-29,135.040405,34.6621528,300,39,078-782-0375,土砂災害：○，洪水：○，津波：○
2810800275,28108,西脇小学校,神戸市垂水区西脇1-8-6,135.0387581,34.6560033,300,39,078-781-9531,土砂災害：○，洪水：○，津波：○
2810800276,28108,千代が丘小学校,神戸市垂水区上高丸1-4-2,135.0517939,34.6410918,300,39,078-708-8801,土砂災害：○，洪水：○，津波：○
2810800277,28108,垂水中学校,神戸市垂水区上高丸1-4-1,135.0516019,34.6408164,500,65,078-707-6363,土砂災害：○，洪水：○，津波：○
2810800278,28108,本多聞小学校,神戸市垂水区本多聞4-4-1,135.0480711,34.6580783,300,39,078-784-4477,土砂災害：○，洪水：○，津波：○
2810800279,28108,本多聞中学校,神戸市垂水区本多聞2-16-1,135.0460825,34.6565978,500,65,078-784-6310,土砂災害：○，洪水：○，津波：○
2810800280,28108,舞多聞小学校,神戸市垂水区舞多聞西5-11-12,135.049208,34.66687,300,39,078-787-3700,土砂災害：○，洪水：○，津波：○
2810800281,28108,多聞南小学校,神戸市垂水区本多聞5-2-1,135.0466269,34.6528678,300,39,078-783-5877,土砂災害：○，洪水：○，津波：○
2810800282,28108,小束山小学校,神戸市垂水区小束山7-868-362,135.0612669,34.6664886,300,39,078-784-2656,土砂災害：○，洪水：○，津波：○
2810800283,28108,星陵台中学校,神戸市垂水区星陵台4-3-3,135.0478936,34.6465297,500,65,078-709-8810,土砂災害：○，洪水：○，津波：○
2810800284,28108,星陵高校,神戸市垂水区星陵台4-3-2,135.0495769,34.6449103,700,91,078-707-6565,土砂災害：○，洪水：○，津波：○
2810800285,28108,神戸商業高校,神戸市垂水区星陵台4-3-1,135.0477467,34.6438522,700,91,078-707-6464,土砂災害：○，洪水：○，津波：○
2810800286,28108,多聞東小学校,神戸市垂水区学が丘4-1-1,135.0552622,34.6586283,300,39,078-783-5868,土砂災害：○，洪水：○，津波：○
2810800287,28108,多聞東中学校,神戸市垂水区学が丘3-1-1,135.0542236,34.6546706,500,65,078-783-5888,土砂災害：△，洪水：○，津波：○ 《土砂災害時》体育館は使用できません
2810800288,28108,舞子高校,神戸市垂水区学が丘3-2,135.0551067,34.6559647,700,91,078-783-5151,土砂災害：○，洪水：○，津波：○
2811100289,28111,太山寺小学校,神戸市西区伊川谷町前開860,135.0553447,34.6962522,300,39,078-974-0007,土砂災害：○，洪水：○，津波：－
2811100290,28111,伊川谷小学校,神戸市西区北別府3-3-1,135.0123878,34.67194,300,39,078-974-0006,土砂災害：○，洪水：△，津波：－ 《洪水時》南別府1～5丁目からの避難については、河川が氾らんしたら、有瀬小学校へ避難すること
2811100291,28111,長坂小学校,神戸市西区伊川谷町長坂910-1,135.0375386,34.6690519,300,39,078-974-2333,土砂災害：○，洪水：○，津波：－
2811100292,28111,長坂中学校,神戸市西区伊川谷町長坂841-1,135.0374164,34.6707128,500,65,078-974-3830,土砂災害：○，洪水：○，津波：－
2811100293,28111,伊川谷高校,神戸市西区伊川谷町長坂910-5,135.0356914,34.6709433,700,91,078-974-5630,土砂災害：○，洪水：○，津波：－
2811100294,28111,有瀬小学校,神戸市西区伊川谷町有瀬1137-1,135.0186403,34.6641328,300,39,078-974-2709,土砂災害：○，洪水：○，津波：－
2811100295,28111,伊川谷中学校,神戸市西区伊川谷町上脇1005-2,135.0193008,34.6779617,500,65,078-974-0005,土砂災害：×，洪水：○，津波：－ 《土砂災害時》土砂災害警戒区域外（伊川谷小学校）へ避難すること
2811100296,28111,小寺小学校,神戸市西区学園西町5-5,135.0545452,34.6837347,300,39,078-791-2950,土砂災害：○，洪水：○，津波：－
2811100297,28111,東町小学校,神戸市西区学園東町5-5,135.0648386,34.6844064,300,39,078-794-4000,土砂災害：○，洪水：○，津波：－
2811100298,28111,太山寺中学校,神戸市西区学園東町2-2,135.0605806,34.6846672,500,65,078-791-7090,土砂災害：○，洪水：○，津波：－
2811100299,28111,神戸市外国語大学,神戸市西区学園東町9-1,135.0604031,34.6798088,200,26,078-794-8121,土砂災害：×，洪水：○，津波：－ 《土砂災害時》土砂災害警戒区域外（太山寺中学校）へ避難すること。
2811100300,28111,工業高等専門学校,神戸市西区学園東町8-3,135.0675356,34.6793236,200,26,078-795-3311,土砂災害：×，洪水：○，津波：－ 《土砂災害時》土砂災害警戒区域外（東町小学校）へ避難すること
2811100301,28111,井吹東小学校,神戸市西区井吹台東町5-32,135.0380156,34.7040231,300,39,078-997-0820,土砂災害：○，洪水：○，津波：－
2811100302,28111,井吹台中学校,神戸市西区井吹台西町2-3,135.0303164,34.6968239,500,65,078-997-0850,土砂災害：○，洪水：○，津波：－
2811100303,28111,井吹西小学校,神戸市西区井吹台西町4-3,135.0228586,34.6934683,300,39,078-997-0114,土砂災害：○，洪水：○，津波：－
2811100304,28111,井吹の丘小学校,神戸市西区井吹台北町2-18,135.030916,34.705529,300,39,078-990-5533,土砂災害：○，洪水：○，津波：－
2811100305,28111,春日台小学校,神戸市西区春日台4-1,134.9957164,34.7088081,300,39,078-961-0251,土砂災害：○，洪水：○，津波：－
2811100306,28111,平野中学校,神戸市西区春日台2-20,134.9982078,34.7096692,500,65,078-961-0058,土砂災害：○，洪水：○，津波：－
2811100307,28111,西体育館,神戸市西区春日台5-436,134.9890086,34.7029142,200,26,078-961-1381,土砂災害：○，洪水：○，津波：－
2811100308,28111,美賀多台小学校,神戸市西区美賀多台6-1,135.0056153,34.7199569,300,39,078-991-7659,土砂災害：○，洪水：○，津波：－
2811100309,28111,平野小学校,神戸市西区平野町宮前301,134.9820253,34.7062146,300,39,078-961-0011,土砂災害：○，洪水：○，津波：－
2811100310,28111,櫨谷小学校,神戸市西区櫨谷町池谷203-2,135.0256053,34.7100417,300,39,078-991-0004,土砂災害：○，洪水：○，津波：－
2811100311,28111,糀台小学校,神戸市西区糀台3-32-1,135.0234694,34.7197461,300,39,078-991-1635,土砂災害：○，洪水：○，津波：－
2811100312,28111,櫨谷中学校,神戸市西区糀台1-2,135.0286272,34.7179436,500,65,078-991-0026,土砂災害：○，洪水：○，津波：－
2811100313,28111,狩場台小学校,神戸市西区狩場台3-6-1,135.0323936,34.72279041,300,39,078-991-3415,土砂災害：○，洪水：○，津波：－
2811100314,28111,竹の台小学校,神戸市西区竹の台2-10-2,135.0127814,34.7126633,300,39,078-991-4471,土砂災害：○，洪水：○，津波：－
2811100315,28111,西神中学校,神戸市西区竹の台5-21,135.0096733,34.7142075,500,65,078-992-2700,土砂災害：○，洪水：○，津波：－
2811100316,28111,樫野台小学校,神戸市西区樫野台3-3-1,135.0016297,34.7065139,300,39,078-992-2500,土砂災害：○，洪水：○，津波：－
2811100317,28111,木津小学校,神戸市西区桜が丘東町5-149-31,135.0654018,34.7432542,300,39,078-994-0003,土砂災害：○，洪水：○，津波：－
2811100318,28111,桜が丘小学校,神戸市西区桜が丘中町3-3-2,135.0583913,34.7451914,300,39,078-994-8010,土砂災害：○，洪水：○，津波：－
2811100319,28111,桜が丘中学校,神戸市西区桜が丘東町2-11-1,135.0608211,34.7487378,500,65,078-994-8822,土砂災害：○，洪水：○，津波：－
2811100320,28111,押部谷小学校,神戸市西区押部谷町福住552-3,135.0376092,34.7556728,300,39,078-994-0002,土砂災害：○，洪水：○，津波：－
2811100321,28111,北山小学校,神戸市西区北山台3-26-1,135.0313931,34.7627022,300,39,078-994-8020,土砂災害：○，洪水：○，津波：－
2811100322,28111,押部谷中学校,神戸市西区押部谷町押部722,135.0443642,34.7573756,500,65,078-994-0013,土砂災害：○，洪水：○，津波：－
2811100323,28111,月が丘小学校,神戸市西区月が丘7-2,135.0491254,34.7595488,300,39,078-995-3171,土砂災害：○，洪水：○，津波：－
2811100324,28111,高和小学校,神戸市西区押部谷町高和565,135.0128176,34.7411234,300,39,078-994-0004,土砂災害：○，洪水：○，津波：－
2811100325,28111,玉津第一小学校,神戸市西区小山1-4-1,134.9877978,34.68478,300,39,078-928-3790,土砂災害：○，洪水：△，津波：－ 《洪水時》河川が氾らんしたら、玉津中学校へ避難すること
2811100326,28111,出合小学校,神戸市西区中野1-22-1,134.9726714,34.6774028,300,39,078-928-5516,土砂災害：○，洪水：○，津波：－
2811100327,28111,王塚台中学校,神戸市西区王塚台4-58,134.9735438,34.67410326,500,65,078-928-1277,土砂災害：○，洪水：○，津波：－
2811100328,28111,枝吉小学校,神戸市西区技吉2-95,134.9778628,34.6647678,300,39,078-928-0880,土砂災害：○，洪水：○，津波：－
2811100329,28111,高津橋小学校,神戸市西区玉津町高津橋640-1,134.9949753,34.6702592,300,39,078-917-6501,土砂災害：○，洪水：○，津波：－
2811100330,28111,玉津南公民館,神戸市西区玉津町上池314,134.9908175,34.66024924,200,26,078-914-4300,土砂災害：○，洪水：△，津波：－ 《洪水時》河川が氾らんしたら、高津橋小学校、明石市立錦城中学校へ避難すること
2811100331,28111,玉津中学校,神戸市西区玉津町今津364,134.9924864,34.6783472,500,65,078-918-2266,土砂災害：○，洪水：○，津波：－
2811100332,28111,神出小学校,神戸市西区神出町田井444,134.9877333,34.7473706,300,39,078-965-0006,土砂災害：○，洪水：○，津波：－
2811100333,28111,神出中学校,神戸市西区神出町東1167,134.9964433,34.7548142,500,65,078-965-0025,土砂災害：△，洪水：○，津波：－ 《土砂災害時》山腹崩壊に注意すること
2811100334,28111,岩岡小学校,神戸市西区岩岡町古郷267,134.9442931,34.7182292,300,39,078-967-0013,土砂災害：○，洪水：○，津波：－
2811100335,28111,岩岡中学校,神戸市西区岩岡町古郷249-1,134.9433792,34.7162822,500,65,078-967-0016,土砂災害：○，洪水：○，津波：－
